,word,pos,iob
23149,",",",",O
23150,also,RB,O
23151,called,VBD,O
23152,a,DT,O
23153,dart,NN,O
23154,gun,NN,O
23155,",",",",O
23156,is,VBZ,O
23157,an,DT,O
23158,invention,NN,O
23159,which,WDT,O
23160,was,VBD,O
23161,refined,VBN,O
23162,by,IN,O
23163,a,DT,O
23164,team,NN,O
23165,headed,VBN,O
23166,by,IN,O
23167,Dr,NNP,O
23168,Tony,NNP,I-PER
23169,Pooley,NNP,I-PER
23170,and,CC,O
23171,Dr,NNP,O
23172,Toni,NNP,I-PER
23173,Harthoorn,NNP,I-PER
23174,in,IN,O
23175,Kenya,NNP,I-LOC
23176,in,IN,O
23177,the,DT,O
23178,early,JJ,O
23179,1960,CD,O
23180,'s,POS,O
23181,.,.,O
23182, ,NN,O
23183,Since,IN,O
23184,then,RB,O
23185,it,PRP,O
23186,has,VBZ,O
23187,become,VBN,O
23188,the,DT,O
23189,standard,JJ,O
23190,tool,NN,O
23191,for,IN,O
23192,capture,NN,O
23193,of,IN,O
23194,large,JJ,O
23195,and,CC,O
23196,medium-sized,JJ,O
23197,animals,NNS,O
23198,to,TO,O
23199,transport,VB,O
23200,them,PRP,O
23201,safely,RB,O
23202,.,.,O
23203, ,VB,O
23204,The,DT,O
23205,original,JJ,O
23206,piston-operated,JJ,O
23207,medium-bore,NN,O
23208,gun,NN,O
23209,fired,VBD,O
23210,a,DT,O
23211,tranquilizer,NN,O
23212,dart,NN,O
23213,which,WDT,O
23214,is,VBZ,O
23215,a,DT,O
23216,syringe,NN,O
23217,which,WDT,O
23218,was,VBD,O
23219,loaded,VBN,O
23220,with,IN,O
23221,a,DT,O
23222,dose,NN,O
23223,of,IN,O
23224,barbiturate,NN,O
23225,and,CC,O
23226,/,NN,O
23227,or,CC,O
23228,other,JJ,O
23229,drugs,NNS,O
23230,",",",",O
23231,backed,VBN,O
23232,by,IN,O
23233,a,DT,O
23234,ball,NN,O
23235,bearing,NN,O
23236,which,WDT,O
23237,was,VBD,O
23238,separated,VBN,O
23239,from,IN,O
23240,the,DT,O
23241,drug,NN,O
23242,mix,NN,O
23243,with,IN,O
23244,a,DT,O
23245,wadding,NN,O
23246,.,.,O
23247, ,VB,O
23248,On,IN,O
23249,impact,NN,O
23250,with,IN,O
23251,the,DT,O
23252,animal,NN,O
23253,the,DT,O
23254,inertial,JJ,O
23255,momentum,NN,O
23256,of,IN,O
23257,the,DT,O
23258,balls,NNS,O
23259,injects,VBZ,O
23260,the,DT,O
23261,drug,NN,O
23262,into,IN,O
23263,the,DT,O
23264,animal,NN,O
23265,",",",",O
23266,causing,VBG,O
23267,torpor,NN,O
23268,and,CC,O
23269,prostration,NN,O
23270,within,IN,O
23271,minutes,NNS,O
23272,.,.,O
23273, ,NN,O
23274,Because,IN,O
23275,of,IN,O
23276,the,DT,O
23277,power,NN,O
23278,of,IN,O
23279,the,DT,O
23280,drugs,NNS,O
23281,the,DT,O
23282,handlers,NNS,O
23283,then,RB,O
23284,have,VBP,O
23285,to,TO,O
23286,move,VB,O
23287,quickly,RB,O
23288,to,TO,O
23289,secure,VB,O
23290,the,DT,O
23291,animal,NN,O
23292,for,IN,O
23293,transport,NN,O
23294,",",",",O
23295,monitor,VB,O
23296,its,PRP$,O
23297,vital,JJ,O
23298,signs,NNS,O
23299,",",",",O
23300,protect,VBP,O
23301,its,PRP$,O
23302,eyes,NNS,O
23303,and,CC,O
23304,ears,NNS,O
23305,",",",",O
23306,and,CC,O
23307,then,RB,O
23308,inject,VB,O
23309,reversing,VBG,O
23310,drugs,NNS,O
23311,when,WRB,O
23312,needed,VBN,O
23313,.,.,O
23314, ,VB,O
23315,Many,JJ,O
23316,large,JJ,O
23317,animals,NNS,O
23318,are,VBP,O
23319,acutely,RB,O
23320,sensitive,JJ,O
23321,to,TO,O
23322,stress,VB,O
23323,and,CC,O
23324,can,MD,O
23325,easily,RB,O
23326,die,VB,O
23327,without,IN,O
23328,careful,JJ,O
23329,treatment,NN,O
23330,.,.,O
23331, ,VB,O
23332,One,CD,O
23333,major,JJ,O
23334,discovery,NN,O
23335,by,IN,O
23336,Dr,NNP,O
23337,Harthoorn,NNP,I-PER
23338,'s,POS,O
23339,team,NN,O
23340,was,VBD,O
23341,that,IN,O
23342,different,JJ,O
23343,species,NNS,O
23344,",",",",O
23345,despite,IN,O
23346,being,VBG,O
23347,of,IN,O
23348,roughly,RB,O
23349,equal,JJ,O
23350,size,NN,O
23351,(,(,O
23352,for,IN,O
23353,example,NN,O
23354,the,DT,O
23355,rhinoceros,NN,O
23356,and,CC,O
23357,the,DT,O
23358,buffalo,NN,O
23359,),),O
23360,needed,VBD,O
23361,very,RB,O
23362,different,JJ,O
23363,doses,NNS,O
23364,and,CC,O
23365,spectra,NN,O
23366,of,IN,O
23367,drugs,NNS,O
23368,to,TO,O
23369,safely,RB,O
23370,immobilise,VB,O
23371,them,PRP,O
23372,.,.,O
23373, ,NN,O
23374,In,IN,O
23375,some,DT,O
23376,species,NNS,O
23377,the,DT,O
23378,margin,NN,O
23379,of,IN,O
23380,error,NN,O
23381,is,VBZ,O
23382,very,RB,O
23383,small,JJ,O
23384,indeed,RB,O
23385,.,.,O
23386, ,VB,O
23387,Modern,JJ,O
23388,capture,NN,O
23389,guns,NNS,O
23390,are,VBP,O
23391,gas-fired,JJ,O
23392,and,CC,O
23393,collapsible,JJ,O
23394,.,.,O
23395, ,JJ,O
23396,Several,JJ,O
23397,models,NNS,O
23398,are,VBP,O
23399,available,JJ,O
23400,.,.,O
23401, ,JJ,O
23402,-DOCSTART-,JJ,O
23403, ,NN,O
23404,"""",NNP,O
23405,Diamond,NNP,O
23406,"""",NNP,O
23407,Carlo,NNP,I-PER
23408,Citrone,NNP,I-PER
23409,is,VBZ,O
23410,a,DT,O
23411,British,JJ,I-MISC
23412,professional,NN,O
23413,poker,NN,O
23414,player,NN,O
23415,and,CC,O
23416,commentator,NN,O
23417,",",",",O
23418,based,VBN,O
23419,in,IN,O
23420,Newcastle,NNP,I-LOC
23421,upon,IN,I-LOC
23422,Tyne,NNP,I-LOC
23423,.,.,O
23424, ,VB,O
23425,Citrone,NNP,I-PER
23426,was,VBD,O
23427,raised,VBN,O
23428,in,IN,O
23429,Whitley,NNP,I-LOC
23430,Bay,NNP,I-LOC
23431,by,IN,O
23432,his,PRP$,O
23433,father,NN,O
23434,John,NNP,I-PER
23435,Citrone,NNP,I-PER
23436,",",",",O
23437,a,DT,O
23438,fifteen-time,JJ,O
23439,world,NN,O
23440,bodybuilding,VBG,O
23441,champion,NN,O
23442,and,CC,O
23443,supplier,NN,O
23444,of,IN,O
23445,sports,NNS,O
23446,nutrition,NN,O
23447,products,NNS,O
23448,.,.,O
23449, ,NN,O
23450,Whilst,NNP,O
23451,still,RB,O
23452,a,DT,O
23453,teenager,NN,O
23454,",",",",O
23455,Citrone,NNP,I-PER
23456,opened,VBD,O
23457,a,DT,O
23458,gymnasium,NN,O
23459,in,IN,O
23460,North,NNP,I-LOC
23461,Shields,NNP,I-LOC
23462,and,CC,O
23463,met,VBD,O
23464,Sunderland,NNP,I-ORG
23465,A.F.C.,NNP,I-ORG
23466,footballer,NN,O
23467,Dave,NNP,I-PER
23468,Buchanan,NNP,I-PER
23469,",",",",O
23470,with,IN,O
23471,whom,WP,O
23472,he,PRP,O
23473,bought,VBD,O
23474,a,DT,O
23475,health,NN,O
23476,club,NN,O
23477,in,IN,O
23478,Redcar,NNP,I-LOC
23479,.,.,O
23480, ,VB,O
23481,The,DT,O
23482,health,NN,O
23483,club,NN,O
23484,went,VBD,O
23485,on,IN,O
23486,to,TO,O
23487,become,VB,O
23488,part,NN,O
23489,of,IN,O
23490,a,DT,O
23491,successful,JJ,O
23492,chain,NN,O
23493,and,CC,O
23494,was,VBD,O
23495,sold,VBN,O
23496,",",",",O
23497,leaving,VBG,O
23498,Citrone,NNP,I-PER
23499,(,(,O
23500,who,WP,O
23501,was,VBD,O
23502,suffering,VBG,O
23503,from,IN,O
23504,insomnia,NN,O
23505,),),O
23506,in,IN,O
23507,need,NN,O
23508,of,IN,O
23509,a,DT,O
23510,new,JJ,O
23511,challenge,NN,O
23512,.,.,O
23513, ,CC,O
23514,He,PRP,O
23515,found,VBD,O
23516,this,DT,O
23517,in,IN,O
23518,poker,NN,O
23519,and,CC,O
23520,began,VBD,O
23521,playing,VBG,O
23522,tournaments,NNS,O
23523,at,IN,O
23524,the,DT,O
23525,Stanley,NNP,I-ORG
23526,Casino,NNP,I-ORG
23527,in,IN,O
23528,Newcastle,NNP,I-LOC
23529,.,.,O
23530, ,CC,O
23531,He,PRP,O
23532,began,VBD,O
23533,playing,VBG,O
23534,in,IN,O
23535,2001,CD,O
23536,and,CC,O
23537,has,VBZ,O
23538,won,VBN,O
23539,tournaments,NNS,O
23540,in,IN,O
23541,Walsall,NNP,I-LOC
23542,",",",",O
23543,Melbourne,NNP,I-LOC
23544,",",",",O
23545,Luton,NNP,I-LOC
23546,and,CC,O
23547,London,NNP,I-LOC
23548,(,(,O
23549,where,WRB,O
23550,he,PRP,O
23551,won,VBD,O
23552,the,DT,O
23553,£500,JJ,O
23554,no,DT,O
23555,limit,NN,O
23556,hold'em,VBD,O
23557,event,NN,O
23558,of,IN,O
23559,the,DT,O
23560,200,CD,I-PER
23561,British,JJ,I-MISC
23562,Open,NNP,I-MISC
23563,",",",",O
23564,defeating,VBG,O
23565,Lucy,NNP,I-PER
23566,Rokach,NNP,I-PER
23567,in,IN,O
23568,the,DT,O
23569,heads-up,JJ,O
23570,confrontation,NN,O
23571,.,.,O
23572, ,VB,O
23573,His,PRP$,O
23574,major,JJ,O
23575,tournament,NN,O
23576,money,NN,O
23577,finishes,NNS,O
23578,include,VBP,O
23579,two,CD,O
23580,World,NNP,I-ORG
23581,Series,NNP,I-ORG
23582,of,IN,I-ORG
23583,Poker,NNP,I-ORG
23584,(,(,O
23585,WSOP,NNP,I-ORG
23586,),),O
23587,final,JJ,O
23588,tables,NNS,O
23589,and,CC,O
23590,2nd,CD,O
23591,place,NN,O
23592,in,IN,O
23593,the,DT,O
23594,£500,JJ,O
23595,no,DT,O
23596,limit,NN,O
23597,hold'em,VBD,O
23598,event,NN,O
23599,at,IN,O
23600,the,DT,O
23601,2002,CD,O
23602,European,JJ,I-MISC
23603,Poker,NNP,I-MISC
23604,Championships,NNP,I-MISC
23605,.,.,O
23606, ,NN,O
23607,Citrone,NNP,I-PER
23608,also,RB,O
23609,appeared,VBD,O
23610,in,IN,O
23611,the,DT,O
23612,Late,NNP,I-MISC
23613,Night,NNP,I-MISC
23614,Poker,NNP,I-MISC
23615,television,NN,O
23616,series,NN,O
23617,(,(,O
23618,series,NN,O
23619,5,CD,O
23620,",",",",O
23621,episode,RB,O
23622,7,CD,O
23623,),),O
23624,where,WRB,O
23625,he,PRP,O
23626,finished,VBD,O
23627,3rd,CD,O
23628,",",",",O
23629,behind,IN,O
23630,Dave,NNP,I-PER
23631,Colclough,NNP,I-PER
23632,and,CC,O
23633,Charalambos,NNP,I-PER
23634,"""",NNP,I-PER
23635,Bambos,NNP,I-PER
23636,"""",NNP,I-PER
23637,Xanthos,NNP,I-PER
23638,.,.,O
23639, ,NN,O
23640,In,IN,O
23641,2004,CD,O
23642,",",",",O
23643,Citrone,NNP,I-PER
23644,was,VBD,O
23645,sentenced,VBN,O
23646,to,TO,O
23647,two,CD,O
23648,years,NNS,O
23649,in,IN,O
23650,prison,NN,O
23651,for,IN,O
23652,smuggling,VBG,O
23653,"2,700,000",CD,O
23654,cigarettes,NNS,O
23655,.,.,O
23656, ,VB,O
23657,Citrone,NNP,I-PER
23658,denied,VBD,O
23659,his,PRP$,O
23660,involvement,NN,O
23661,",",",",O
23662,indicating,VBG,O
23663,that,IN,O
23664,the,DT,O
23665,person,NN,O
23666,responsible,JJ,O
23667,was,VBD,O
23668,a,DT,O
23669,fellow,JJ,O
23670,poker,NN,O
23671,player,NN,O
23672,.,.,O
23673, ,CC,O
23674,Citrone,NNP,I-PER
23675,however,RB,O
23676,",",",",O
23677,refused,VBD,O
23678,to,TO,O
23679,go,VB,O
23680,on,IN,O
23681,record,NN,O
23682,and,CC,O
23683,implicate,VB,O
23684,the,DT,O
23685,poker,NN,O
23686,player,NN,O
23687,in,IN,O
23688,question,NN,O
23689,who,WP,O
23690,was,VBD,O
23691,a,DT,O
23692,father,NN,O
23693,and,CC,O
23694,a,DT,O
23695,friend,NN,O
23696,.,.,O
23697, ,VB,O
23698,Citrone,NNP,I-PER
23699,eventually,RB,O
23700,served,VBD,O
23701,approximately,RB,O
23702,twelve,JJ,O
23703,months,NNS,O
23704,for,IN,O
23705,the,DT,O
23706,offence,NN,O
23707,and,CC,O
23708,was,VBD,O
23709,ordered,VBN,O
23710,to,TO,O
23711,pay,VB,O
23712,some,DT,O
23713,"£370,000",NN,O
23714,as,IN,O
23715,part,NN,O
23716,of,IN,O
23717,a,DT,O
23718,Confiscation,NNP,O
23719,Order,NNP,O
23720,ordered,VBD,O
23721,in,IN,O
23722,favour,NN,O
23723,of,IN,O
23724,the,DT,O
23725,Crown,NNP,I-ORG
23726,.,.,O
23727, ,NNS,O
23728,Due,JJ,O
23729,to,TO,O
23730,Citrone,NNP,I-PER
23731,'s,POS,O
23732,instructed,JJ,O
23733,lawyer,NN,O
23734,",",",",O
23735,young,JJ,O
23736,up,RB,O
23737,and,CC,O
23738,coming,VBG,O
23739,poker,NN,O
23740,player,NN,O
23741,Brandon,NNP,I-PER
23742,Chik,NNP,I-PER
23743,",",",",O
23744,Citrone,NNP,I-PER
23745,was,VBD,O
23746,allowed,VBN,O
23747,to,TO,O
23748,pay,VB,O
23749,far,RB,O
23750,less,JJR,O
23751,than,IN,O
23752,this,DT,O
23753,amount,NN,O
23754,.,.,O
23755, ,NN,O
23756,He,PRP,O
23757,also,RB,O
23758,appeared,VBD,O
23759,in,IN,O
23760,the,DT,O
23761,2005,CD,O
23762,World,NNP,I-MISC
23763,Speed,NNP,I-MISC
23764,Poker,NNP,I-MISC
23765,Open,NNP,I-MISC
23766,",",",",O
23767,finishing,VBG,O
23768,4th,CD,O
23769,in,IN,O
23770,his,PRP$,O
23771,heat,NN,O
23772,.,.,O
23773, ,VB,O
23774,Citrone,NNP,I-PER
23775,is,VBZ,O
23776,known,VBN,O
23777,for,IN,O
23778,taking,VBG,O
23779,his,PRP$,O
23780,time,NN,O
23781,over,IN,O
23782,decisions,NNS,O
23783,and,CC,O
23784,entered,VBD,O
23785,the,DT,O
23786,speed,NN,O
23787,poker,NN,O
23788,event,NN,O
23789,for,IN,O
23790,the,DT,O
23791,extra,JJ,O
23792,challenge,NN,O
23793,.,.,O
23794, ,VB,O
23795,Citrone,NNP,I-PER
23796,is,VBZ,O
23797,also,RB,O
23798,a,DT,O
23799,regular,JJ,O
23800,commentator,NN,O
23801,on,IN,O
23802,The,DT,I-ORG
23803,Poker,NNP,I-ORG
23804,Channel,NNP,I-ORG
23805,",",",",O
23806,alongside,RB,O
23807,Gary,NNP,I-PER
23808,Jones,NNP,I-PER
23809,.,.,O
23810, ,VB,O
23811,Currently,RB,O
23812,he,PRP,O
23813,is,VBZ,O
23814,an,DT,O
23815,analyst,NN,O
23816,on,IN,O
23817,Sky,NNP,I-ORG
23818,Vegas,NNP,I-ORG
23819,Poker,NNP,I-ORG
23820,(,(,O
23821,channel,VB,O
23822,846,CD,O
23823,),),O
23824, ,NN,O
23825,As,IN,O
23826,of,IN,O
23827,2007,CD,O
23828,his,PRP$,O
23829,total,JJ,O
23830,live,JJ,O
23831,tournament,NN,O
23832,winnings,NNS,O
23833,exceed,VBP,O
23834,"$670,000",CD,O
23835,.,.,O
23836, ,NN,O
23837,He,PRP,O
23838,has,VBZ,O
23839,one,CD,O
23840,daughter,NN,O
23841,",",",",O
23842,Angelina,NNP,I-PER
23843,",",",",O
23844,born,VBN,O
23845,in,IN,O
23846,December,NNP,O
23847,2004,CD,O
23848,.,.,O
23849, ,VB,O
23850,-DOCSTART-,JJ,O
23851, ,NNP,O
23852,Carl,NNP,I-PER
23853,Heinrich,NNP,I-PER
23854,Georg,NNP,I-PER
23855,(,(,I-PER
23856,es,NN,I-PER
23857,),),I-PER
23858,von,NN,I-PER
23859,Heyden,NNP,I-PER
23860,(,(,O
23861,20,CD,O
23862,January,NNP,O
23863,1793,CD,O
23864,Frankfurt,NNP,I-LOC
23865,--,:,O
23866,7,CD,O
23867,July,NNP,O
23868,1866,CD,O
23869,),),O
23870,was,VBD,O
23871,a,DT,O
23872,German,JJ,I-MISC
23873,Senator,NNP,O
23874,and,CC,O
23875,entomologist,NN,O
23876,.,.,O
23877, ,CC,O
23878,He,PRP,O
23879,collected,VBD,O
23880,insects,NNS,O
23881,in,IN,O
23882,all,DT,O
23883,Orders,NNS,O
23884,but,CC,O
23885,was,VBD,O
23886,especially,RB,O
23887,interested,JJ,O
23888,in,IN,O
23889,Coleoptera,NNP,O
23890,",",",",O
23891,Microlepidoptera,NNP,I-MISC
23892,",",",",O
23893,Hymenoptera,NNP,I-MISC
23894,",",",",O
23895,Diptera,NNP,I-MISC
23896,and,CC,O
23897,fossil,JJ,O
23898,insects,NNS,O
23899,.His,JJ,O
23900,collections,NNS,O
23901,are,VBP,O
23902,divided,VBN,O
23903,between,IN,O
23904,the,DT,O
23905,German,JJ,I-ORG
23906,Entomological,NNP,I-ORG
23907,Institute,NNP,I-ORG
23908,and,CC,O
23909,the,DT,O
23910,Senckenberg,NNP,I-ORG
23911,Museum,NNP,I-ORG
23912,.,.,O
23913, ,VB,O
23914,-DOCSTART-,JJ,O
23915, ,NNP,O
23916,Carmen,NNP,I-PER
23917,Cavallaro,NNP,I-PER
23918,(,(,O
23919,May,NNP,O
23920,6,CD,O
23921,",",",",O
23922,1913,CD,O
23923,--,:,O
23924,October,NNP,O
23925,12,CD,O
23926,",",",",O
23927,1989,CD,O
23928,),),O
23929,was,VBD,O
23930,an,DT,O
23931,American,JJ,I-MISC
23932,pianist,NN,O
23933,born,VBN,O
23934,in,IN,O
23935,New,NNP,I-LOC
23936,York,NNP,I-LOC
23937,.,.,O
23938, ,NN,O
23939,He,PRP,O
23940,established,VBD,O
23941,himself,PRP,O
23942,as,IN,O
23943,one,CD,O
23944,of,IN,O
23945,the,DT,O
23946,most,RBS,O
23947,accomplished,JJ,O
23948,and,CC,O
23949,admired,JJ,O
23950,light,NN,O
23951,music,NN,O
23952,pianists,NNS,O
23953,of,IN,O
23954,his,PRP$,O
23955,generation,NN,O
23956,.,.,O
23957, ,VB,O
23958,Known,NNP,O
23959,as,IN,O
23960,the,DT,O
23961,"""",NNP,O
23962,Poet,NNP,O
23963,of,IN,O
23964,the,DT,O
23965,Piano,NNP,O
23966,"""",NNP,O
23967,",",",",O
23968,Carmen,NNP,I-PER
23969,Cavallaro,NNP,I-PER
23970,showed,VBD,O
23971,a,DT,O
23972,gift,NN,O
23973,for,IN,O
23974,music,NN,O
23975,from,IN,O
23976,age,NN,O
23977,3,CD,O
23978,",",",",O
23979,picking,VBG,O
23980,out,RP,O
23981,tunes,NNS,O
23982,on,IN,O
23983,a,DT,O
23984,toy,JJ,O
23985,piano,NN,O
23986,.,.,O
23987, ,VB,O
23988,His,PRP$,O
23989,parents,NNS,O
23990,were,VBD,O
23991,encouraged,VBN,O
23992,by,IN,O
23993,a,DT,O
23994,friend,NN,O
23995,to,TO,O
23996,develop,VB,O
23997,the,DT,O
23998,child,NN,O
23999,'s,POS,O
24000,musical,JJ,O
24001,talents,NNS,O
24002,and,CC,O
24003,he,PRP,O
24004,studied,VBD,O
24005,classical,JJ,O
24006,piano,NN,O
24007,in,IN,O
24008,the,DT,O
24009,United,NNP,I-LOC
24010,States,NNPS,I-LOC
24011,.,.,O
24012, ,VB,O
24013,As,IN,O
24014,a,DT,O
24015,young,JJ,O
24016,pianist,NN,O
24017,",",",",O
24018,he,PRP,O
24019,toured,VBD,O
24020,Europe,NNP,I-LOC
24021,performing,VBG,O
24022,in,IN,O
24023,many,JJ,O
24024,capitals,NNS,O
24025,.,.,O
24026, ,NN,O
24027,In,IN,O
24028,1933,CD,O
24029,",",",",O
24030,Cavallaro,NNP,I-PER
24031,joined,VBD,O
24032,the,DT,O
24033,jazz,NN,O
24034,band,NN,O
24035,of,IN,O
24036,Al,NNP,I-PER
24037,Kavelin,NNP,I-PER
24038,",",",",O
24039,where,WRB,O
24040,he,PRP,O
24041,quickly,RB,O
24042,became,VBD,O
24043,the,DT,O
24044,featured,JJ,O
24045,soloist,NN,O
24046,.,.,O
24047, ,NN,O
24048,After,IN,O
24049,four,CD,O
24050,years,NNS,O
24051,he,PRP,O
24052,switched,VBD,O
24053,to,TO,O
24054,a,DT,O
24055,series,NN,O
24056,of,IN,O
24057,other,JJ,O
24058,big,JJ,O
24059,bands,NNS,O
24060,",",",",O
24061,including,VBG,O
24062,Rudy,NNP,I-PER
24063,Vallee,NNP,I-PER
24064,'s,POS,O
24065,in,IN,O
24066,1937,CD,O
24067,.,.,O
24068, ,CC,O
24069,He,PRP,O
24070,also,RB,O
24071,worked,VBD,O
24072,briefly,NN,O
24073,with,IN,O
24074,Enrico,NNP,I-PER
24075,Madriguera,NNP,I-PER
24076,and,CC,O
24077,Abe,NNP,I-PER
24078,Lyman,NNP,I-PER
24079,.,.,O
24080, ,NN,O
24081,Starting,VBG,O
24082,his,PRP$,O
24083,own,JJ,O
24084,band,NN,O
24085,",",",",O
24086,a,DT,O
24087,five-piece,JJ,O
24088,combo,NN,O
24089,",",",",O
24090,in,IN,O
24091,St.,NNP,I-LOC
24092,Louis,NNP,I-LOC
24093,in,IN,O
24094,1939,CD,O
24095,",",",",O
24096,his,PRP$,O
24097,popularity,NN,O
24098,grew,VBD,O
24099,and,CC,O
24100,his,PRP$,O
24101,group,NN,O
24102,expanded,VBD,O
24103,into,IN,O
24104,a,DT,O
24105,14-piece,JJ,O
24106,orchestra,NN,O
24107,",",",",O
24108,releasing,VBG,O
24109,some,DT,O
24110,19,CD,O
24111,albums,NNS,O
24112,for,IN,O
24113,Decca,NNP,I-ORG
24114,over,IN,O
24115,the,DT,O
24116,years,NNS,O
24117,.,.,O
24118, ,CC,O
24119,Although,IN,O
24120,his,PRP$,O
24121,band,NN,O
24122,traveled,VBD,O
24123,the,DT,O
24124,country,NN,O
24125,and,CC,O
24126,played,VBN,O
24127,in,IN,O
24128,all,PDT,O
24129,the,DT,O
24130,top,JJ,O
24131,spots,NNS,O
24132,",",",",O
24133,he,PRP,O
24134,made,VBD,O
24135,a,DT,O
24136,particular,JJ,O
24137,impact,NN,O
24138,at,IN,O
24139,the,DT,O
24140,Mark,NNP,I-ORG
24141,Hopkins,NNP,I-ORG
24142,Hotel,NNP,I-ORG
24143,in,IN,O
24144,San,NNP,I-LOC
24145,Francisco,NNP,I-LOC
24146,",",",",O
24147,which,WDT,O
24148,became,VBD,O
24149,a,DT,O
24150,favourite,JJ,O
24151,venue,NN,O
24152,",",",",O
24153,and,CC,O
24154,which,WDT,O
24155,many,JJ,O
24156,years,NNS,O
24157,later,RB,O
24158,",",",",O
24159,was,VBD,O
24160,to,TO,O
24161,be,VB,O
24162,re-visited,JJ,O
24163,in,IN,O
24164,the,DT,O
24165,same,JJ,O
24166,way,NN,O
24167,by,IN,O
24168,George,NNP,I-PER
24169,Shearing,NNP,I-PER
24170,and,CC,O
24171,Mel,NNP,I-PER
24172,Tormé,NNP,I-PER
24173,.,.,O
24174, ,VB,O
24175,Other,JJ,O
24176,venues,NNS,O
24177,where,WRB,O
24178,he,PRP,O
24179,drew,VBD,O
24180,large,JJ,O
24181,and,CC,O
24182,devoted,JJ,O
24183,audiences,NNS,O
24184,included,VBD,O
24185,New,NNP,I-LOC
24186,York,NNP,I-LOC
24187,'s,POS,O
24188,Waldorf-Astoria,NNP,I-ORG
24189,",",",",O
24190,Chicago,NNP,I-LOC
24191,'s,POS,O
24192,Palmer,NNP,I-ORG
24193,House,NNP,I-ORG
24194,and,CC,O
24195,the,DT,O
24196,Los,NNP,I-LOC
24197,Angeles,NNP,I-LOC
24198,',POS,O
24199,Coconut,NNP,I-ORG
24200,Grove,NNP,I-ORG
24201,.,.,O
24202, ,NN,O
24203,In,IN,O
24204,1963,CD,O
24205,",",",",O
24206,he,PRP,O
24207,had,VBD,O
24208,a,DT,O
24209,million,CD,O
24210,seller,NN,O
24211,hit,NN,O
24212,with,IN,O
24213,the,DT,O
24214,song,NN,O
24215,Sukiyaki,NNP,I-MISC
24216,.,.,O
24217, ,NN,O
24218,Cavallaro,NNP,I-PER
24219,developed,VBD,O
24220,a,DT,O
24221,piano,NN,O
24222,style,NN,O
24223,of,IN,O
24224,glittering,VBG,O
24225,and,CC,O
24226,rippling,VBG,O
24227,arpeggios,NNS,O
24228,to,TO,O
24229,augment,VB,O
24230,his,PRP$,O
24231,melody,NN,O
24232,",",",",O
24233,which,WDT,O
24234,was,VBD,O
24235,often,RB,O
24236,arranged,VBN,O
24237,in,IN,O
24238,thick,NN,O
24239,and,CC,O
24240,lush,JJ,O
24241,triple,NN,O
24242,and,CC,O
24243,quadruple,NN,O
24244,octave,VBP,O
24245,chords,NNS,O
24246,.,.,O
24247, ,VB,O
24248,His,PRP$,O
24249,musical,JJ,O
24250,interests,NNS,O
24251,and,CC,O
24252,arrangements,NNS,O
24253,included,VBD,O
24254,dance,NN,O
24255,music,NN,O
24256,",",",",O
24257,particularly,RB,O
24258,Latin,JJ,I-MISC
24259,rhythms,NN,O
24260,",",",",O
24261,tangos,NN,O
24262,and,CC,O
24263,strict,JJ,O
24264,tempo,NN,O
24265,dancing,NN,O
24266,styles,NNS,O
24267,",",",",O
24268,as,RB,O
24269,well,RB,O
24270,as,IN,O
24271,some,DT,O
24272,pop,NN,O
24273,and,CC,O
24274,jazz,NN,O
24275,arrangements,NNS,O
24276,of,IN,O
24277,classical,JJ,O
24278,melodies,NNS,O
24279,.,.,O
24280, ,NN,O
24281,In,IN,O
24282,this,DT,O
24283,",",",",O
24284,he,PRP,O
24285,is,VBZ,O
24286,often,RB,O
24287,cited,VBN,O
24288,as,IN,O
24289,being,VBG,O
24290,influenced,VBN,O
24291,by,IN,O
24292,pianist,NN,O
24293,Eddy,NNP,I-PER
24294,Duchin,NNP,I-PER
24295,.,.,O
24296, ,FW,O
24297,Liberace,NNP,I-PER
24298,was,VBD,O
24299,greatly,RB,O
24300,influenced,VBN,O
24301,by,IN,O
24302,both,DT,O
24303,Cavallaro,NNP,I-PER
24304,and,CC,O
24305,Duchin,NNP,I-PER
24306,.,.,O
24307, ,VB,O
24308,All,DT,O
24309,three,CD,O
24310,shared,VBD,O
24311,a,DT,O
24312,propensity,NN,O
24313,for,IN,O
24314,arranging,VBG,O
24315,classical,JJ,O
24316,piano,NN,O
24317,themes,NNS,O
24318,in,IN,O
24319,a,DT,O
24320,pop,NN,O
24321,idiom,NN,O
24322,.,.,O
24323, ,NN,O
24324,Cavallaro,NNP,I-PER
24325,also,RB,O
24326,became,VBD,O
24327,famous,JJ,O
24328,through,IN,O
24329,the,DT,O
24330,medium,NN,O
24331,of,IN,O
24332,radio,NN,O
24333,and,CC,O
24334,film,NN,O
24335,",",",",O
24336,firstly,RB,O
24337,with,IN,O
24338,his,PRP$,O
24339,regular,JJ,O
24340,program,NN,O
24341,on,IN,O
24342,NBC,NNP,I-ORG
24343,during,IN,O
24344,the,DT,O
24345,1940,CD,O
24346,'s,POS,O
24347,",",",",O
24348,The,DT,I-MISC
24349,Schaeffer,NNP,I-MISC
24350,Parade,NNP,I-MISC
24351,",",",",O
24352,of,IN,O
24353,which,WDT,O
24354,he,PRP,O
24355,was,VBD,O
24356,the,DT,O
24357,host,NN,O
24358,and,CC,O
24359,later,RB,O
24360,in,IN,O
